"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2017-11-09",2,FALSE,"928680733895299072",FALSE,NA,NA,NA,NA,NA,1,FALSE,"ETFinance","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Here's why MF advisors are worried about your note ban #investment https://t.co/thyhgHbuFG",FALSE
"2017-11-09",0,FALSE,"928680733891104768",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ETIndustryNews","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Here's why MF advisors are worried about your note ban #investment https://t.co/91EF0HVApB",FALSE
"2017-11-09",4,FALSE,"928680733853413376",FALSE,NA,NA,NA,NA,NA,0,FALSE,"EconomicTimes","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Here's why MF advisors are worried about your note ban #investment https://t.co/fus0z8u0uW",FALSE
"2017-11-09",0,FALSE,"928680723866820608",TRUE,NA,NA,NA,NA,NA,1,FALSE,"884831aa40da4d8","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ManojGoelBJP: Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/86NgsltvWz

via NMApp https://t.c…",FALSE
"2017-11-09",0,FALSE,"928680700609552384",TRUE,NA,NA,NA,NA,NA,192,FALSE,"DebDip00","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @dpradhanbjp: Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/fSKmio4kmW

via NMApp https://t.co…",FALSE
"2017-11-09",0,FALSE,"928680314775281664",TRUE,NA,NA,NA,NA,NA,103,FALSE,"nandiamitabh","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheAshokSingh: Note ban breaks the backbone of trafficking industry
#Demonitization <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/Awj8jPv65V",FALSE
"2017-11-09",0,FALSE,"928680085372071936",TRUE,NA,NA,NA,NA,NA,1,FALSE,"kish2516","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @vamananko: @Shehla_Rashid Oh... It is their profession, That's why our Law minister explained note ban with prostitution..",FALSE
"2017-11-09",0,FALSE,"928679563743432704",FALSE,NA,NA,"928602460855328768","SriharshaS007","1896642439",0,FALSE,"keshava8153","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SriharshaS007 @coolnittu @prakashraaj According to the recent survey from all major news channels on demonitisatio… https://t.co/KmcROn5JkT",TRUE
"2017-11-09",1,FALSE,"928679551638622208",FALSE,NA,NA,NA,NA,NA,1,FALSE,"ManojGoelBJP","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/86NgsltvWz

via NMApp https://t.co/CWUHj1lNyd",FALSE
"2017-11-09",0,FALSE,"928679336399507456",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ManojGoelBJP","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/08udZDOZDF",TRUE
"2017-11-09",5,FALSE,"928679303952216064",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Mantia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","One more note about Twitter Verification:
A verified user that exhibits terrible behavior should make it clearer wh… https://t.co/AuQzDC96o8",TRUE
"2017-11-09",0,FALSE,"928679280145346560",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Manesha76","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/VHR7t0LI7p",TRUE
"2017-11-09",0,FALSE,"928679263091544064",TRUE,NA,NA,NA,NA,NA,62,FALSE,"MathewMathai00","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sanjivbhatt: What happened in first 2 months of note ban alone was an unforgivable catastrophe: Jean Dreze https://t.co/rIkwzD7zWL",FALSE
"2017-11-09",0,FALSE,"928679127120470016",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Manesha76","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No Proof Required: Demonetisation and its contents
https://t.co/tpheVEowEL

via NMApp https://t.co/4DxLI8irDN",FALSE
